can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,winner,votes
H6GU01016,"CAMACHO, FELIX P GOVERNOR",H,GU,0,REP,CHALLENGER,PO BOX 9195,,TAMUNING,GU,96931,"$60,634.00 ","$16,719.00 ","$77,353.00 ",,$200.00 ,,"$77,553.00 ",,,,,,,,,"$77,553.00 ","$74,664.30 ",,,,,,,,,,,,"$74,664.30 ",,"$2,888.70 ","$77,553.00 ","$74,664.30 ",,,01-01-16,10/19/2016,,
H6NC09184,"CANO, FERNANDO CHRISTIAN JR",H,NC,9,DEM,CHALLENGER,6511 WINDYRUSH RD,,CHARLOTTE,NC,28226,"$10,282.35 ","$2,309.83 ","$12,592.18 ",$546.05 ,,"$6,408.04 ","$19,546.27 ",,"$24,479.72 ",,"$24,479.72 ","$2,113.32 ",,,,"$46,139.31 ","$44,240.58 ",,,,,,,,,,,,"$44,240.58 ",,"$2,171.71 ","$19,546.27 ","$42,127.26 ","$32,046.32 ",,10-01-15,10/19/2016,,
H2TX07036,"CARGAS, JAMES P",H,TX,7,DEM,CHALLENGER,2450 LOUISIANA ST SUITE 400-777,,HOUSTON,TX,77006,"$14,320.16 ","$7,889.40 ","$22,209.56 ",,,"$14,025.00 ","$36,234.56 ",,,,,,,,,"$36,234.56 ","$34,603.56 ",,,,,,,,,,,,"$34,603.56 ",$416.62 ,"$2,047.62 ","$36,234.56 ","$34,603.56 ","$10,750.00 ",,01-01-15,10/19/2016,,
H6CO06058,"CARROLL, MORGAN",H,CO,6,DEM,CHALLENGER,1165 OURAY STREET,,AURORA,CO,80011,"$1,598,418.15 ","$553,767.18 ","$2,152,185.33 ","$6,496.70 ","$443,787.53 ",,"$2,602,469.56 ",,,,,,,,,"$2,602,469.56 ","$2,326,606.64 ",,,,,,,"$14,183.43 ",,"$4,500.00 ","$18,683.43 ",,"$2,345,290.07 ",,"$257,179.49 ","$2,583,786.13 ","$2,326,606.64 ",,,07-06-15,10/19/2016,,
S6CT05108,"CARTER, DAN",S,CT,0,REP,CHALLENGER,211 GREENWOOD AVENUE,,BETHEL,CT,6801,"$220,820.00 ","$102,215.00 ","$316,085.00 ","$7,000.00 ","$12,500.00 ","$2,098.00 ","$344,634.00 ",,"$20,000.00 ",,"$20,000.00 ",,,,,"$364,634.00 ","$314,794.00 ",,,,,,,"$2,700.00 ",,,"$2,700.00 ",$300.00 ,"$317,794.00 ",,"$38,719.00 ","$341,934.00 ","$314,794.00 ","$23,656.00 ",,04-01-16,10/19/2016,,
H4NC07100,"CASTEEN, J WESLEY",H,NC,7,DEM,CHALLENGER,PO BOX 12028,,WILMINGTON,NC,28405,"$12,315.00 ","$2,150.00 ","$13,365.00 ",$100.00 ,,,"$13,465.00 ",,,,,,,,,"$13,465.00 ","$12,526.74 ",,,,,,,,,,,,"$12,526.74 ",,$937.64 ,"$13,465.00 ","$12,526.74 ",,,01-01-15,10/19/2016,,
H6NJ09231,"CASTILLO, HECTOR DR.",H,NJ,9,REP,CHALLENGER,994 MADISON AVE,,PATERSON,NJ,7501,"$14,250.18 ",,"$14,250.18 ",,,"$37,250.00 ","$51,500.18 ",,,,,,,,,"$51,500.18 ","$50,125.99 ",,,,,,,,,,,,"$50,125.99 ",,"$1,374.19 ","$51,500.18 ","$50,125.99 ",,,01-01-16,10/19/2016,,
H6MA09164,"CATALDO, CHRISTOPHER DAVID",H,MA,9,NPA,CHALLENGER,PO BOX 801,,NORWELL,MA,2061,"$3,064.35 ","$2,016.76 ","$5,081.11 ",,,"$2,657.20 ","$7,738.31 ",,,,,$101.50 ,,,,"$7,839.81 ","$5,692.16 ",,,,,,,$100.00 ,,,$100.00 ,,"$5,792.16 ",,"$2,047.65 ","$7,638.31 ","$5,590.66 ","$1,708.30 ",,10/25/2015,10/19/2016,,
H4CA31071,"CHABOT, PAUL R DR.",H,CA,31,REP,CHALLENGER,12223 HIGHLAND AVENUE,# 106-228,RCH CUCAMONGA,CA,917392574,"$433,264.00 ","$82,037.74 ","$515,301.74 ",,"$70,023.78 ",$25.00 ,"$585,350.52 ",,"$52,500.00 ",,"$52,500.00 ","$4,000.00 ",,,,"$641,850.52 ","$520,707.14 ",,,,"$73,100.00 ",,"$73,100.00 ",,,,,"$2,239.00 ","$596,046.14 ",$294.98 ,"$46,099.36 ","$585,350.52 ","$516,707.14 ","$76,859.88 ",,01-01-15,10/19/2016,,
H4SC01271,"CHERNY, DIMITRI",H,SC,1,DEM,CHALLENGER,164 MARKET STREET #197,,CHARLESTON,SC,29401,"$7,162.42 ","$19,138.22 ","$26,300.64 ",,,,"$26,300.64 ",,,,,,,,,"$26,300.64 ","$14,107.19 ",,,,,,,,,,,"$3,480.00 ","$17,587.19 ",$284.00 ,$51.20 ,"$26,300.64 ","$14,107.19 ",,,01-01-16,10/19/2016,,
H6MO04224,"CHRISTENSEN, GORDON DR.",H,MO,4,DEM,CHALLENGER,2802 WOLF CREEK COURT,,COLUMBIA,MO,65203,"$128,389.16 ","$39,169.37 ","$167,558.53 ",,"$1,250.00 ",,"$168,808.53 ",,,"$33,500.00 ","$33,500.00 ",,,,,"$202,308.53 ","$192,132.22 ",,,,,,,,,,,,"$192,132.22 ",,"$10,176.31 ","$168,808.53 ","$192,132.22 ","$33,500.00 ",,10-01-15,10/19/2016,,
H6TX31045,"CLARK, MIKE",H,TX,31,DEM,CHALLENGER,"1102 S. AUSTIN AVE., STE 110 #243",,GEORGETOWN,TX,78626,"$3,727.20 ","$9,247.21 ","$12,974.41 ",,"$5,000.00 ",$348.00 ,"$18,322.41 ",,"$3,100.00 ",,"$3,100.00 ",,,,,"$21,422.41 ","$20,501.90 ",,,,,,,,,,,,"$20,501.90 ",,$920.51 ,"$18,322.41 ","$20,501.90 ","$3,100.00 ",,11/25/2015,10/19/2016,,
H6CA03117,"CLEEK, N EUGENE MD",H,CA,3,REP,CHALLENGER,PO BOX 944,,ORLAND,CA,959630944,"$139,069.24 ","$19,278.61 ","$158,347.85 ","$5,000.00 ",,$911.16 ,"$164,259.01 ","$2,500.00 ","$210,000.00 ",,"$210,000.00 ",,,,$50.00 ,"$376,809.01 ","$320,107.22 ",,,,,,,,,,,"$3,655.00 ","$323,762.22 ",,"$53,046.79 ","$164,259.01 ","$320,107.22 ","$212,199.15 ",,01-01-15,10/19/2016,,
H6UT01137,"CLEMENS, PETER C",H,UT,1,DEM,CHALLENGER,3637 N 600 E,,NORTH OGDEN,UT,84414,"$87,823.55 ","$18,987.80 ","$106,811.35 ",$100.00 ,,,"$106,911.35 ",,,,,,,,,"$106,911.35 ","$76,273.22 ",,,,,,,,,,,"$1,000.00 ","$77,273.22 ",,"$16,328.13 ","$106,911.35 ","$76,273.22 ","$1,000.00 ",,01-01-16,10/19/2016,,
H4MI06105,"CLEMENTS, PAUL COLIN",H,MI,6,DEM,CHALLENGER,2517 BROADWAY AVE,,KALAMAZOO,MI,49008,"$556,772.29 ","$440,617.51 ","$997,389.80 ",,"$29,548.32 ","$7,825.00 ","$1,034,763.12 ",,,,,$900.42 ,,,,"$1,035,663.54 ","$837,308.81 ",,,,,,,"$4,546.63 ",,,"$4,546.63 ","$10,000.00 ","$851,855.44 ",$354.88 ,"$184,162.98 ","$1,030,216.49 ","$836,408.39 ",,,01-01-15,10/19/2016,,
H4SC03111,"CLEVELAND, HOSEA N",H,SC,3,DEM,CHALLENGER,P.O. BOX 1733,,SENECA,SC,29679,"$2,744.00 ",,$904.00 ,"$2,000.00 ",,"$5,164.00 ","$9,045.00 ",,,,,,,,,"$9,045.00 ","$3,012.00 ",,,,,,,,,,,"$3,505.00 ","$6,517.00 ",,"$1,407.00 ","$9,045.00 ","$6,517.00 ",,,04-01-16,10/19/2016,,
H4NJ02157,"COLE, DAVID HAGERTY",H,NJ,2,DEM,CHALLENGER,456 BETHEL MILL ROAD,,SEWELL,NJ,8080,"$47,828.03 ","$28,510.10 ","$76,338.13 ",,$500.00 ,"$2,691.13 ","$79,529.26 ",,"$31,843.60 ",,"$31,843.60 ",,,,,"$111,372.86 ","$100,411.84 ",,,,,,,$206.00 ,,,$206.00 ,$50.00 ,"$100,667.84 ",,"$10,499.13 ","$79,323.26 ","$100,411.84 ","$39,138.53 ",,01-01-16,10/19/2016,,
H6IN02155,"COLEMAN, LYNN CARNELL",H,IN,2,DEM,CHALLENGER,6006 BUCKHORN DR,,SOUTH BEND,IN,46614,"$281,815.90 ","$93,485.21 ","$375,301.11 ","$10,000.00 ","$142,481.63 ","$1,683.53 ","$529,466.27 ",,,,,"$2,222.50 ",,,,"$531,688.77 ","$447,558.27 ",,,,,,,"$4,273.00 ",,"$1,000.00 ","$5,273.00 ","$9,500.00 ","$462,331.27 ",,"$69,357.50 ","$524,193.27 ","$445,335.77 ",,,10-01-15,10/19/2016,,
H4PA17141,"CONNOLLY, MATT",H,PA,17,REP,CHALLENGER,3159 MIDDLETOWN RD. #4,,BETHLEHEM,PA,18020,"$17,663.00 ","$1,835.00 ","$19,498.00 ",,"$3,000.00 ","$3,700.00 ","$26,198.00 ",,,,,,,,,"$26,198.00 ","$18,629.21 ",,,,,,,,,,,,"$18,629.21 ",,"$6,168.79 ","$26,198.00 ","$18,629.21 ",,,01-01-15,10/19/2016,,
H6CT05157,"COPE, CLAY",H,CT,5,REP,CHALLENGER,1 BRINSMADE LANE,,SHERMAN,CT,6784,"$79,080.00 ","$18,171.00 ","$97,251.00 ","$3,265.51 ","$2,631.06 ",,"$103,147.57 ",,,,,,,,,"$103,147.57 ","$73,450.72 ",,,,,,,"$5,400.00 ",$750.00 ,,"$6,150.00 ",,"$79,600.72 ",,"$23,546.85 ","$96,997.57 ","$73,450.72 ",,,01-01-16,10/19/2016,,
H2CT01189,"COREY, MATTHEW M MR",H,CT,1,REP,CHALLENGER,181 CENTER ST,,MANCHESTER,CT,6040,"$8,462.11 ","$3,885.00 ","$12,347.11 ",,$515.51 ,$777.69 ,"$13,640.31 ",,,,,,,,,"$13,640.31 ","$7,450.83 ",,,,,,,,,,,,"$7,450.83 ",,"$6,189.48 ","$13,640.31 ","$7,450.83 ",,,04-01-16,10/19/2016,,
H6MN02131,"CRAIG, ANGELA DAWN",H,MN,2,DEM,CHALLENGER,P.O. BOX 22116,,EAGAN,MN,55122,"$1,556,679.17 ","$482,386.16 ","$2,039,065.33 ","$4,996.85 ","$668,475.87 ","$7,600.00 ","$2,720,138.05 ","$2,700.00 ","$975,000.00 ",,"$975,000.00 ",$158.87 ,,,$3.10 ,"$3,698,000.02 ","$3,345,582.40 ",,,,,,,"$2,565.19 ",,"$1,000.00 ","$3,565.19 ",,"$3,349,147.59 ",,"$348,852.43 ","$2,716,572.86 ","$3,345,423.53 ","$975,000.00 ",,04-01-15,10/19/2016,,
S6AL00302,"CRUMPTON, RONALD (RON) STEVEN",S,AL,0,DEM,CHALLENGER,1874 TRAILRIDGE DRIVE,,PELHAM,AL,35124,"$15,289.00 ","$16,501.00 ","$31,790.00 ",$950.00 ,,,"$32,740.00 ",,"$1,700.00 ",,"$1,700.00 ",,,,,"$34,440.00 ","$27,854.00 ",,,,"$1,000.00 ",,"$1,000.00 ",,,,,$501.00 ,"$28,980.00 ",,"$5,009.00 ","$32,755.00 ","$28,856.00 ",$700.00 ,,04-01-15,10/19/2016,,
H6AR02245,"CURRY, DIANNE",H,AR,2,DEM,CHALLENGER,12405 GOLDLEAF DR,,LITTLE ROCK,AR,72210,"$12,035.00 ","$10,073.88 ","$21,608.88 ",$750.00 ,,"$10,000.00 ","$32,858.88 ",,,,,$560.42 ,,,"$1,411.53 ","$34,830.83 ","$21,518.29 ",,,,,,,,,,,$5.00 ,"$21,523.29 ",,"($1,366.37)","$22,358.88 ","$20,957.87 ",,,9/24/2015,10/19/2016,,
H6NV01232,"D'SILVA, REUBEN",H,NV,1,NON,CHALLENGER,1325 FRANKLIN AVE,,LAS VEGAS,NV,89104,"$9,835.00 ","$8,812.03 ","$18,647.03 ",,,"$5,043.00 ","$23,690.03 ",,,,,,,,,"$23,690.03 ","$22,038.17 ",,,,,,,,,,,,"$22,038.17 ",,"$1,007.06 ","$23,690.03 ","$22,038.17 ",,,03-01-16,10/19/2016,,
H4CA26139,"DAGNESSES, RAFAEL",H,CA,26,REP,CHALLENGER,65 W EASY ST SUITE 102,,SIMI VALLEY,CA,93065,"$128,198.00 ","$20,003.00 ","$148,201.00 ",,"$3,500.00 ",,"$151,701.00 ",,"$100,000.00 ","$160,000.00 ","$260,000.00 ",,,,"$1,029.97 ","$412,730.97 ","$155,466.91 ",,,,,"$120,000.00 ","$120,000.00 ",,,,,"$4,309.51 ","$279,776.42 ",$250.00 ,"$133,204.55 ","$151,701.00 ","$155,466.91 ","$151,369.31 ",,07-01-15,10/19/2016,,
H6WI06118,"DAHLKE, JEFFERY J",H,WI,6,IND,CHALLENGER,9723 WEST PIONEER ROAD,,MEQUON,WI,53097,,$25.00 ,"$14,170.00 ",,,"$21,000.00 ","$35,170.00 ",,,,,,,,,"$35,170.00 ","$36,788.00 ",,,,,,,,,,,,"$36,788.00 ","$5,014.00 ","$3,394.00 ","$35,170.00 ","$36,788.00 ",,,01-01-16,10/19/2016,,
S6FL00459,"DALACK, BASIL EDWARD",S,FL,0,REP,CHALLENGER,225 GOLFVIEW DRIVE,,TEQUESTA,FL,334691922,"$4,500.00 ",$720.00 ,$200.00 ,,,,"$5,220.00 ",,"$2,200.00 ",,,,,,,"$7,420.00 ","$7,318.00 ",,,,,,,,,,,,"$7,318.00 ",,$0.92 ,"$5,220.00 ",$10.00 ,,,4/13/2016,10/19/2016,,
H2PA15099,"DAUGHERTY, RICHARD D",H,PA,15,DEM,CHALLENGER,7854 CLAUSSVILLE ROAD,,OREFIELD,PA,18069,"$7,950.00 ","$4,233.72 ","$12,183.72 ",,"$8,250.00 ",$218.39 ,"$20,652.11 ",,,,,,,,,"$20,652.11 ","$18,071.13 ",,,,,,,,,,,,"$18,071.13 ",$36.19 ,"$2,617.17 ","$20,652.11 ","$18,071.13 ",,,01-01-15,10/19/2016,,
H4NC06136,"DAVIS, BRUCE EDWARD SR.",H,NC,13,DEM,CHALLENGER,PO BOX 1081,,JAMESTOWN,NC,27282,"$43,743.00 ","$12,138.00 ","$55,881.00 ",,"$2,750.00 ",,"$58,631.00 ",,,"$20,600.00 ","$20,600.00 ",,,,,"$79,231.00 ","$43,585.30 ",,,,,,,,,,,"$18,475.34 ","$62,060.64 ",$179.48 ,"$9,316.39 ","$58,631.00 ","$43,585.30 ","$28,503.59 ",,01-01-15,10/19/2016,,
H6NY24177,"DEACON, COLLEEN",H,NY,24,DEM,CHALLENGER,118 JULIAN PL,#208,SYRACUSE,NY,13210,"$735,596.43 ","$272,707.24 ","$1,008,303.67 ","$6,783.36 ","$295,548.24 ",,"$1,310,635.27 ","$7,984.61 ",,,,,,,"$4,800.00 ","$1,323,419.88 ","$1,286,649.92 ",,,,,,,"$3,265.36 ",,$80.00 ,"$3,345.36 ",,"$1,289,995.28 ",,"$33,424.60 ","$1,307,289.91 ","$1,286,649.92 ","$14,116.27 ",,10-01-15,10/19/2016,,
H6VA06157,"DEGNER, KAI",H,VA,6,DEM,CHALLENGER,1214 OLD RICHMOND CIR,,HARRISONBURG,VA,22802,"$81,812.57 ","$52,148.28 ","$133,960.85 ","$2,500.00 ","$5,939.00 ",,"$142,399.85 ",,,,,,,,,"$142,399.85 ","$117,073.56 ",,,,,,,,,,,,"$117,073.56 ",,"$25,326.29 ","$142,399.85 ","$117,073.56 ",,,04-01-16,10/19/2016,,
S2OH00238,"DEMARE, JOSEPH ROSARIO",S,OH,0,GRE,CHALLENGER,517 S MAIN ST,,BOWLING GREEN,OH,43402,"$1,831.00 ","$4,165.00 ","$5,996.00 ","$1,000.00 ",,"$2,098.00 ","$9,094.00 ","$1,446.00 ",,,,,,,,"$10,541.00 ","$10,051.00 ",,,,,,,$61.00 ,,,$61.00 ,,"$10,112.00 ",,$428.00 ,"$9,033.00 ","$10,051.00 ",,,06-01-15,10/19/2016,,
H6IN05216,"DEMAREE, ANGELA JO",H,IN,5,DEM,CHALLENGER,8263 PAWTUCKET CT,,INDIANAPOLIS,IN,46256,"$65,049.80 ","$39,480.04 ","$104,529.84 ","$6,916.10 ","$32,400.00 ","$1,563.78 ","$145,409.72 ",,,,,$325.80 ,,,$33.67 ,"$145,769.19 ","$74,423.91 ",,,,,,,,,,,,"$74,423.91 ",,"$71,345.28 ","$145,409.72 ","$74,098.11 ",$656.04 ,,06-10-15,10/19/2016,,
H6CA04156,"DERLET, ROBERT WAYNE",H,CA,4,DEM,CHALLENGER,15839 PARKRIDGE AVE,,SONORA,CA,95370,"$26,922.00 ","$44,305.78 ","$71,227.78 ","$2,100.00 ","$18,350.16 ","$1,000.00 ","$92,677.94 ",,,,,,,,$800.00 ,"$93,477.94 ","$68,725.76 ",,,,,,,$250.00 ,,,$250.00 ,$650.00 ,"$69,625.76 ",,"$23,852.18 ","$92,427.94 ","$68,725.76 ",,,10-06-15,10/19/2016,,
H6NY21132,"DERRICK, WILLIAM MIKE",H,NY,21,DEM,CHALLENGER,PO BOX 700,,PERU,NY,12972,"$879,947.63 ","$126,814.49 ","$1,006,762.12 ","$6,992.76 ","$150,470.38 ",,"$1,164,225.26 ",,,,,"$1,057.83 ",,,,"$1,165,283.09 ","$1,100,902.01 ",,,,,,,"$1,850.00 ",,$950.00 ,"$2,800.00 ",,"$1,103,702.01 ",,"$61,581.08 ","$1,161,425.26 ","$1,099,844.18 ","$32,500.00 ",,07-01-15,10/19/2016,,
H6NC01108,"DEW, HAROLD POWELL JR",H,NC,1,REP,CHALLENGER,513 S MAIN STREET,,STANTONSBURG,NC,27883,"$2,820.00 ","$2,875.00 ","$5,695.00 ",$903.00 ,$50.00 ,"$4,000.00 ","$10,648.00 ",,"$10,000.00 ",,"$10,000.00 ",,,,,"$20,648.00 ","$19,656.14 ",,,,,,,,,,,,"$19,656.14 ",,$991.86 ,"$10,648.00 ","$19,656.14 ","$10,000.00 ",,04-01-16,10/19/2016,,
H4WA04088,"DIDIER, CLINT",H,WA,4,REP,CHALLENGER,PO BOX 157,,ELTOPIA,WA,99330,"$53,176.00 ","$8,770.99 ","$61,946.99 ",,,,"$61,946.99 ",,$330.00 ,,$330.00 ,$5.50 ,,,,"$62,282.49 ","$45,212.77 ",,,,,,,,,,,,"$45,212.77 ","$4,000.00 ","$21,069.72 ","$61,946.99 ","$45,207.27 ",$330.00 ,,01-01-15,10/19/2016,,
S6SC04148,"DIXON, THOMAS ALAN",S,SC,0,DEM,CHALLENGER,PO BOX 63142,,NORTH CHARLESTON,SC,29419,"$24,121.00 ","$8,726.00 ","$19,680.00 ",$250.00 ,"$3,450.00 ",,"$36,547.00 ",,,,,,,,$50.77 ,"$36,598.00 ","$32,828.00 ",,,,,,,,,,,,"$32,828.00 ",,"$3,769.00 ","$23,380.00 ","$18,788.00 ",,,01-01-16,10/19/2016,,
H8CA41139,DR RITA RAMIREZ,H,CA,8,DEM,CHALLENGER,PO BOX 2796,,TWENTYNINE PALMS,CA,92277,"$4,201.08 ","$1,160.00 ","$5,361.08 ",$280.00 ,,,"$5,641.08 ",,"$30,102.04 ",,"$30,102.04 ",,,,,"$35,743.12 ","$31,479.31 ",,,,,,,,,,,$125.00 ,"$31,604.31 ",,"$4,138.81 ","$5,641.08 ","$31,479.31 ","$30,102.04 ",,01-01-16,10/19/2016,,
H6IN08244,"DRAKE, RON",H,IN,8,DEM,CHALLENGER,PO BOX 444,,SULLIVAN,IN,47882,"$1,050.00 ",$700.00 ,$950.00 ,$500.00 ,$500.00 ,,"$2,750.00 ",,"$5,000.00 ",,"$5,000.00 ","$2,500.00 ",,,,"$10,250.00 ","$9,261.00 ",,,,,,,,,,,,"$9,261.00 ",,"$1,265.00 ","$2,750.00 ","$9,261.00 ",,,01-01-16,10/19/2016,,
H6MI07223,"DRISKELL, GRETCHEN",H,MI,7,DEM,CHALLENGER,PO BOX 464,,SALINE,MI,48176,"$1,340,571.59 ","$343,358.37 ","$1,683,929.96 ",$500.00 ,"$462,320.88 ",,"$2,146,750.84 ",,,"$60,000.00 ","$60,000.00 ",,,,$949.00 ,"$2,207,699.84 ","$1,839,833.42 ",,,,"$10,000.00 ",,"$10,000.00 ","$9,525.50 ",,$250.00 ,"$9,775.50 ","$11,495.52 ","$1,871,104.44 ",,"$336,595.40 ","$2,136,975.34 ","$1,839,833.42 ","$55,000.00 ",,02-09-15,10/19/2016,,
H4GA02060,"DUKE, GREGORY PAUL",H,GA,2,REP,CHALLENGER,113 STANLEY STREET,,LEESBURG,GA,317634313,"$22,855.00 ","$6,340.00 ","$29,195.00 ",$500.00 ,,,"$29,695.00 ",,,,,,,,"$9,265.00 ","$38,960.00 ","$34,813.29 ",,,,,,,,,,,,"$34,813.29 ",$301.78 ,"$4,448.49 ","$29,695.00 ","$34,813.29 ",,,01-01-15,10/19/2016,,
H6CA34229,"EDWARDS, ADRIENNE NICOLE",H,CA,34,DEM,CHALLENGER,"525 E. SEASIDE WAY, #101-C",,LONG BEACH,CA,90802,,$20.00 ,$20.00 ,,,,$20.00 ,,,,,,,,,$20.00 ,$1.80 ,,,,,,,,,,,,$1.80 ,,$518.20 ,$20.00 ,$1.80 ,"$1,740.00 ",,04-01-16,10/19/2016,,
H4CA10075,"EGGMAN, MICHAEL RAY",H,CA,10,DEM,CHALLENGER,3220 MONTE VISTA AVENUE #169,,TURLOCK,CA,95380,"$816,931.23 ","$149,519.42 ","$966,450.65 ","$5,000.00 ","$301,224.56 ",,"$1,272,675.21 ","$6,250.00 ",,,,"$15,875.92 ",,,,"$1,294,801.13 ","$1,106,002.44 ",,,,,,,"$2,973.67 ",,"$1,000.00 ","$3,973.67 ","$1,000.00 ","$1,110,976.11 ","$3,088.70 ","$186,913.72 ","$1,268,701.54 ","$1,090,126.52 ","$3,500.00 ",,01-01-15,10/19/2016,,
S6AR00132,"ELDRIDGE, CONNER",S,AR,0,DEM,CHALLENGER,PO BOX 3648,,LITTLE ROCK,AR,72203,"$1,307,713.00 ","$179,942.00 ","$1,487,657.00 ",,"$138,950.00 ","$16,600.00 ","$1,643,207.00 ",,"$220,000.00 ",,"$220,000.00 ","$1,342.00 ",,,,"$1,864,550.00 ","$1,804,590.00 ",,,,,,,"$9,280.00 ",,,"$9,280.00 ",$700.00 ,"$1,814,570.00 ",,"$49,979.00 ","$1,633,927.00 ","$1,803,247.00 ","$320,000.00 ",,8/28/2015,10/19/2016,,
H6NV02248,"EVANS, HUGH D MR JR",H,NV,2,DEM,CHALLENGER,4515 KEYHAVEN DR,,RENO,NV,89502,"$81,134.68 ","$50,870.06 ","$132,004.74 ",,"$50,250.00 ",,"$182,254.74 ",,,"$3,497.77 ","$3,497.77 ",,,,,"$185,752.51 ","$159,914.37 ",,,,,,,$25.00 ,,$500.00 ,$525.00 ,,"$160,439.37 ",,"$24,563.14 ","$181,729.74 ","$159,914.37 ","$3,497.77 ",,09-01-15,10/19/2016,,
H6SC04163,"FEDALEI, CHRISTOPHER",H,SC,4,DEM,CHALLENGER,25 STATION COURT,STE. 203,GREENVILLE,SC,29601,"$56,473.70 ","$29,269.42 ","$85,743.12 ",,"$2,940.00 ","$3,108.00 ","$91,791.12 ",,,,,,,,,"$91,791.12 ","$88,271.59 ",,,,,,,$510.00 ,,,$510.00 ,,"$88,781.59 ",,"$3,009.53 ","$91,281.12 ","$88,271.59 ",,,12-01-15,10/19/2016,,
S8WI00026,"FEINGOLD, RUSSELL DANA",S,WI,0,DEM,CHALLENGER,PO BOX 620061,,MIDDLETON,WI,53562,"$11,881,336.00 ","$8,352,767.00 ","$20,234,108.00 ","$46,800.00 ","$969,185.00 ",,"$21,250,095.00 ","$422,123.00 ",,,,"$2,714.00 ",,,"$2,352.00 ","$21,677,292.00 ","$18,587,564.00 ",,,,,,,"$196,106.00 ",,"$1,057.00 ","$197,163.00 ","$3,548.00 ","$18,788,281.00 ",,"$2,889,059.00 ","$21,052,929.00 ","$18,584,847.00 ","$21,691.00 ",,04-01-15,10/19/2016,,
H4FL19058,"FREEMAN, APRIL JUNE",H,FL,17,DEM,CHALLENGER,PO BOX 152198,,CAPE CORAL,FL,33915,"$78,804.12 ","$36,008.79 ","$114,812.91 ",,"$2,500.00 ","$6,347.00 ","$123,659.91 ",,,,,,,,,"$123,659.91 ","$103,987.22 ",,,,,,,,,,,"$7,549.18 ","$111,536.40 ","$27,534.00 ","$47,781.07 ","$123,659.91 ","$103,987.22 ",,,01-01-15,10/19/2016,,
H6FL27031,"FUHRMAN, SCOTT",H,FL,27,DEM,CHALLENGER,PO BOX 432130,,MIAMI,FL,33243,"$82,590.00 ","$7,488.00 ","$90,078.00 ",,,"$44,718.39 ","$134,796.39 ",,"$650,000.00 ",,"$650,000.00 ",$904.33 ,,,,"$785,700.72 ","$760,371.83 ",,,,,,,,,,,,"$760,371.83 ",,"$25,328.89 ","$134,796.39 ","$759,467.50 ","$650,000.00 ",,04-01-16,10/19/2016,,
H4NY21111,"FUNICIELLO, MATTHEW J",H,NY,21,GRE,CHALLENGER,,,",",NY,,"$13,399.38 ",,"$13,399.38 ",$500.00 ,,,"$13,899.38 ",,,,,,,,,"$13,899.38 ","$6,385.92 ",,,,,,,,,,,,"$6,385.92 ",$50.00 ,"$7,563.46 ","$13,899.38 ","$6,385.92 ",,,04-01-16,10/19/2016,,
H2TX23124,"GALLEGO, PETE",H,TX,23,DEM,CHALLENGER,10715 GULFDALE ST,STE 235,SAN ANTONIO,TX,78216,"$1,218,309.84 ","$179,923.14 ","$1,398,232.98 ","$4,990.00 ","$514,448.28 ",,"$1,917,671.26 ","$14,051.11 ",,,,"$21,848.46 ",,,,"$1,953,570.83 ","$1,762,629.27 ",,,"$14,051.11 ",,,,"$11,304.39 ",,"$9,650.00 ","$20,954.39 ","$1,630.00 ","$1,799,264.77 ","$28,865.07 ","$183,171.13 ","$1,896,716.87 ","$1,740,780.81 ",,,01-01-15,10/19/2016,,
H8FL25015,"GARCIA, JOE",H,FL,26,DEM,CHALLENGER,PO BOX 961374,,MIAMI,FL,33296,"$859,429.82 ","$31,219.00 ","$890,648.82 ","$5,000.00 ","$240,108.34 ",,"$1,135,757.16 ",,,,,"$1,000.00 ",,,"$3,373.39 ","$1,140,130.55 ","$946,657.64 ",,,,,,,"$1,000.00 ",,"$1,000.00 ","$2,000.00 ","($2,250.73)","$946,406.91 ","$23,473.84 ","$217,197.48 ","$1,133,757.16 ","$945,657.64 ",,,01-01-15,10/19/2016,,
H4OH04046,"GARRETT, JANET PATRICIA MRS.",H,OH,4,DEM,CHALLENGER,208 EASTERN AVENUE,,OBERLIN,OH,44074,"$32,249.97 ","$34,035.00 ","$66,284.97 ","$2,500.00 ","$5,793.48 ","$2,245.42 ","$76,823.87 ",,,,,$63.05 ,,,,"$76,886.92 ","$52,724.36 ",,,$500.00 ,,,,,,,,,"$53,224.36 ",$629.22 ,"$24,291.78 ","$76,823.87 ","$52,661.31 ","$2,669.65 ",,01-01-15,10/19/2016,,
